src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.1.37,8.8.8.8,1389,53,17,2026-07-05 19:23:14,0.016976,10779.924599434495,176.7200754005655,117.813383600377,58.9066918001885,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.008488,0.016976,0.0,0.008488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.243,8.8.8.8,18391,53,17,2026-07-05 19:23:14,0.017398,10518.450396597309,172.4336130589723,114.95574203931486,57.47787101965743,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.008699,0.017398,0.0,0.008699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.134,8.8.8.8,53369,53,17,2026-07-05 19:23:14,0.022586,8102.364296466839,132.8256442043744,88.55042946958294,44.27521473479147,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.011293,0.022586,0.0,0.011293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.143,8.8.8.8,44953,53,17,2026-07-05 19:23:14,0.016322,11211.861291508394,183.80100477882613,122.53400318588409,61.267001592942044,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.008161,0.016322,0.0,0.008161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.61,8.8.8.8,36279,53,17,2026-07-05 19:23:14,0.024187,7566.047876958697,124.03357175342126,82.68904783561418,41.34452391780709,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0120935,0.024187,0.0,0.0120935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.186,8.8.8.8,53921,53,17,2026-07-05 19:23:14,0.026499,6905.920978150119,113.21181931393637,75.4745462092909,37.73727310464545,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0132495,0.026499,0.0,0.0132495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.51,8.8.8.8,5448,53,17,2026-07-05 19:23:14,0.023821,7682.297132782,125.93929725872131,83.9595315058142,41.9797657529071,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0119105,0.023821,0.0,0.0119105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.88,8.8.8.8,4888,53,17,2026-07-05 19:23:14,0.015133,12092.777373950968,198.24225203198307,132.16150135465537,66.08075067732769,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0075665,0.015133,0.0,0.0075665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.141,8.8.8.8,44870,53,17,2026-07-05 19:23:14,0.011265,16245.006657789612,266.31158455392807,177.5410563692854,88.7705281846427,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0056325,0.011265,0.0,0.0056325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.45,8.8.8.8,25715,53,17,2026-07-05 19:23:14,0.024714,7404.709881039087,121.38868657441127,80.92579104960751,40.462895524803756,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.012357,0.024714,0.0,0.012357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.242,8.8.8.8,50907,53,17,2026-07-05 19:23:14,0.025611,7145.367225020499,117.13716762328687,78.09144508219126,39.04572254109563,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0128055,0.025611,0.0,0.0128055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.20,8.8.8.8,14308,53,17,2026-07-05 19:23:14,0.0298,6140.939597315436,100.67114093959732,67.11409395973155,33.557046979865774,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0149,0.0298,0.0,0.0149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.143,8.8.8.8,44161,53,17,2026-07-05 19:23:14,0.018049,10139.06587622583,166.21419469222673,110.80946312815115,55.404731564075576,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0090245,0.018049,0.0,0.0090245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.224,8.8.8.8,29815,53,17,2026-07-05 19:23:14,0.023566,7765.424764491216,127.30204531952813,84.86803021301876,42.43401510650938,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.011783,0.023566,0.0,0.011783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.74,8.8.8.8,56520,53,17,2026-07-05 19:23:14,0.023895,7658.505963590709,125.54927809165098,83.69951872776731,41.849759363883656,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0119475,0.023895,0.0,0.0119475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.67,8.8.8.8,35508,53,17,2026-07-05 19:23:14,0.012762,14339.445228020686,235.07287259050304,156.7152483936687,78.35762419683435,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.006381,0.012762,0.0,0.006381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.130,8.8.8.8,3823,53,17,2026-07-05 19:23:14,0.014406,12703.040399833402,208.24656393169514,138.83104262113008,69.41552131056504,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.007203,0.014406,0.0,0.007203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.179,8.8.8.8,12588,53,17,2026-07-05 19:23:14,0.018603,9837.123044670214,161.26431220770843,107.50954147180562,53.75477073590281,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0093015,0.018603,0.0,0.0093015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.152,8.8.8.8,53530,53,17,2026-07-05 19:23:14,0.012565,14564.265817747711,238.758456028651,159.1723040191007,79.58615200955035,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0062825,0.012565,0.0,0.0062825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.63,8.8.8.8,10892,53,17,2026-07-05 19:23:14,0.022545,8117.0991350632075,133.06719893546241,88.71146595697495,44.355732978487474,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0112725,0.022545,0.0,0.0112725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.165,8.8.8.8,61713,53,17,2026-07-05 19:23:14,0.026315,6954.208626258787,114.00342010260307,76.00228006840204,38.00114003420102,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0131575,0.026315,0.0,0.0131575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.123,8.8.8.8,10778,53,17,2026-07-05 19:23:14,0.013905,13160.733549083063,215.7497303128371,143.8331535418914,71.9165767709457,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0069525,0.013905,0.0,0.0069525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.37,8.8.8.8,29388,53,17,2026-07-05 19:23:14,0.027237,6718.801630135477,110.14428901861439,73.42952601240958,36.71476300620479,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0136185,0.027237,0.0,0.0136185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.213,8.8.8.8,30944,53,17,2026-07-05 19:23:14,0.016749,10926.02543435429,179.11517105498837,119.41011403665891,59.705057018329455,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0083745,0.016749,0.0,0.0083745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.77,8.8.8.8,33243,53,17,2026-07-05 19:23:14,0.010673,17146.069521221772,281.083106905275,187.38873793685,93.694368968425,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0053365,0.010673,0.0,0.0053365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.234,8.8.8.8,59993,53,17,2026-07-05 19:23:14,0.025409,7202.172458577669,118.06840096028965,78.71226730685977,39.356133653429886,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0127045,0.025409,0.0,0.0127045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.186,8.8.8.8,57656,53,17,2026-07-05 19:23:14,0.010344,17691.415313225058,290.0232018561485,193.34880123743233,96.67440061871616,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.005172,0.010344,0.0,0.005172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.165,8.8.8.8,18112,53,17,2026-07-05 19:23:15,0.023922,7649.862051667921,125.40757461750691,83.6050497450046,41.8025248725023,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.011961,0.023922,0.0,0.011961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.207,8.8.8.8,56993,53,17,2026-07-05 19:23:15,0.013032,14042.357274401473,230.2025782688766,153.4683855125844,76.7341927562922,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.006516,0.013032,0.0,0.006516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.70,8.8.8.8,29612,53,17,2026-07-05 19:23:15,0.027788,6585.576507845113,107.96027062041169,71.97351374694112,35.98675687347056,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.013894,0.027788,0.0,0.013894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.185,8.8.8.8,32748,53,17,2026-07-05 19:23:15,0.026635,6870.6589074526,112.63375258119017,75.0891683874601,37.54458419373005,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0133175,0.026635,0.0,0.0133175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.114,8.8.8.8,20689,53,17,2026-07-05 19:23:15,0.019143,9559.630152013791,156.7152483936687,104.4768322624458,52.2384161312229,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0095715,0.019143,0.0,0.0095715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.122,8.8.8.8,9257,53,17,2026-07-05 19:23:15,0.014289,12807.054377493178,209.95171110644552,139.96780740429702,69.98390370214851,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0071445,0.014289,0.0,0.0071445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.20,8.8.8.8,22721,53,17,2026-07-05 19:23:15,0.027602,6629.954351133975,108.68777624809796,72.45851749873198,36.22925874936599,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.013801,0.027602,0.0,0.013801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.235,8.8.8.8,6429,53,17,2026-07-05 19:23:15,0.016449,11125.296370600037,182.3819077147547,121.58793847650314,60.79396923825157,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0082245,0.016449,0.0,0.0082245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.143,8.8.8.8,6189,53,17,2026-07-05 19:23:15,0.018027,10151.439507405557,166.41704110500913,110.9446940700061,55.47234703500305,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0090135,0.018027,0.0,0.0090135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.50,8.8.8.8,41570,53,17,2026-07-05 19:23:15,0.018932,9666.173674202408,158.46186351151488,105.64124234100993,52.820621170504964,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.009466,0.018932,0.0,0.009466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.70,8.8.8.8,6448,53,17,2026-07-05 19:23:15,0.010066,18180.011921319292,298.0329823167097,198.68865487780647,99.34432743890324,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.005033,0.010066,0.0,0.005033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.10,8.8.8.8,55467,53,17,2026-07-05 19:23:15,0.02599,7041.169680646402,115.42901115813775,76.95267410542516,38.47633705271258,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.012995,0.02599,0.0,0.012995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.18,8.8.8.8,54310,53,17,2026-07-05 19:23:15,0.027673,6612.944024861778,108.40891844035703,72.27261229357136,36.13630614678568,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0138365,0.027673,0.0,0.0138365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
