technique,sample_id,step,anomaly_score,flagged,evaded_at_step
mimicry_attack,6,17,0.218157,0,0
mimicry_attack,6,18,0.218995,0,0
mimicry_attack,6,19,0.219867,0,0
mimicry_attack,6,20,0.220969,0,0
feature_padding_attack,6,0,0.227729,0,0
feature_padding_attack,6,1,0.226248,0,0
feature_padding_attack,6,2,0.224799,0,0
feature_padding_attack,6,3,0.223548,0,0
feature_padding_attack,6,4,0.222455,0,0
feature_padding_attack,6,5,0.221405,0,0
feature_padding_attack,6,6,0.220401,0,0
feature_padding_attack,6,7,0.219457,0,0
feature_padding_attack,6,8,0.218557,0,0
feature_padding_attack,6,9,0.217718,0,0
feature_padding_attack,6,10,0.217214,0,0
feature_padding_attack,6,11,0.217027,0,0
feature_padding_attack,6,12,0.216918,0,0
feature_padding_attack,6,13,0.216913,0,0
feature_padding_attack,6,14,0.217009,0,0
feature_padding_attack,6,15,0.217207,0,0
feature_padding_attack,6,16,0.217482,0,0
feature_padding_attack,6,17,0.218157,0,0
feature_padding_attack,6,18,0.218995,0,0
feature_padding_attack,6,19,0.219867,0,0
feature_padding_attack,6,20,0.220969,0,0
slow_drip_attack,6,0,0.170216,0,0
slow_drip_attack,6,1,0.170216,0,0
slow_drip_attack,6,2,0.170216,0,0
slow_drip_attack,6,3,0.170216,0,0
slow_drip_attack,6,4,0.170216,0,0
slow_drip_attack,6,5,0.170216,0,0
slow_drip_attack,6,6,0.170216,0,0
slow_drip_attack,6,7,0.170216,0,0
slow_drip_attack,6,8,0.170216,0,0
slow_drip_attack,6,9,0.170216,0,0
mimicry_attack,7,0,0.169276,0,0
mimicry_attack,7,1,0.168131,0,0
mimicry_attack,7,2,0.166855,0,0
mimicry_attack,7,3,0.165564,0,0
mimicry_attack,7,4,0.164173,0,0
mimicry_attack,7,5,0.162723,0,0
mimicry_attack,7,6,0.161279,0,0
mimicry_attack,7,7,0.159785,0,0
mimicry_attack,7,8,0.158392,0,0
mimicry_attack,7,9,0.15726,0,0
mimicry_attack,7,10,0.156273,0,0
mimicry_attack,7,11,0.155317,0,0
mimicry_attack,7,12,0.154448,0,0
mimicry_attack,7,13,0.153686,0,0
mimicry_attack,7,14,0.153016,0,0
mimicry_attack,7,15,0.152421,0,0
mimicry_attack,7,16,0.151854,0,0
mimicry_attack,7,17,0.150124,0,0
mimicry_attack,7,18,0.145295,0,0
mimicry_attack,7,19,0.137025,0,0
mimicry_attack,7,20,0.129813,0,0
feature_padding_attack,7,0,0.169276,0,0
feature_padding_attack,7,1,0.168131,0,0
feature_padding_attack,7,2,0.166855,0,0
feature_padding_attack,7,3,0.165564,0,0
feature_padding_attack,7,4,0.164173,0,0
feature_padding_attack,7,5,0.162723,0,0
feature_padding_attack,7,6,0.161279,0,0
feature_padding_attack,7,7,0.159785,0,0
feature_padding_attack,7,8,0.158392,0,0
feature_padding_attack,7,9,0.15726,0,0
feature_padding_attack,7,10,0.156273,0,0
feature_padding_attack,7,11,0.155317,0,0
feature_padding_attack,7,12,0.154448,0,0
feature_padding_attack,7,13,0.153686,0,0
feature_padding_attack,7,14,0.153016,0,0
feature_padding_attack,7,15,0.152421,0,0
feature_padding_attack,7,16,0.151854,0,0
feature_padding_attack,7,17,0.150124,0,0
feature_padding_attack,7,18,0.145295,0,0
feature_padding_attack,7,19,0.137025,0,0
feature_padding_attack,7,20,0.129813,0,0
slow_drip_attack,7,0,0.102183,0,0
slow_drip_attack,7,1,0.102183,0,0
slow_drip_attack,7,2,0.102183,0,0
slow_drip_attack,7,3,0.102183,0,0
slow_drip_attack,7,4,0.102183,0,0
slow_drip_attack,7,5,0.102183,0,0
slow_drip_attack,7,6,0.102183,0,0
slow_drip_attack,7,7,0.102183,0,0
slow_drip_attack,7,8,0.102183,0,0
slow_drip_attack,7,9,0.102183,0,0
mimicry_attack,8,0,0.242359,0,0
mimicry_attack,8,1,0.241995,0,0
mimicry_attack,8,2,0.242003,0,0
mimicry_attack,8,3,0.242538,0,0
mimicry_attack,8,4,0.242961,0,0
mimicry_attack,8,5,0.243472,0,0
mimicry_attack,8,6,0.243994,0,0
mimicry_attack,8,7,0.244309,0,0
mimicry_attack,8,8,0.244676,0,0
mimicry_attack,8,9,0.24511,0,0
mimicry_attack,8,10,0.245622,0,0
mimicry_attack,8,11,0.246198,0,0
mimicry_attack,8,12,0.246784,0,0
mimicry_attack,8,13,0.247409,0,0
mimicry_attack,8,14,0.248144,0,0
mimicry_attack,8,15,0.24903,0,0
mimicry_attack,8,16,0.249951,0,0
mimicry_attack,8,17,0.250935,0,0
mimicry_attack,8,18,0.251971,0,0
mimicry_attack,8,19,0.252997,0,0
mimicry_attack,8,20,0.254066,0,0
feature_padding_attack,8,0,0.242359,0,0
feature_padding_attack,8,1,0.241995,0,0
feature_padding_attack,8,2,0.242003,0,0
feature_padding_attack,8,3,0.242538,0,0
feature_padding_attack,8,4,0.242961,0,0
feature_padding_attack,8,5,0.243472,0,0
feature_padding_attack,8,6,0.243994,0,0
feature_padding_attack,8,7,0.244309,0,0
feature_padding_attack,8,8,0.244676,0,0
feature_padding_attack,8,9,0.24511,0,0
feature_padding_attack,8,10,0.245622,0,0
feature_padding_attack,8,11,0.246198,0,0
feature_padding_attack,8,12,0.246784,0,0
feature_padding_attack,8,13,0.247409,0,0
feature_padding_attack,8,14,0.248144,0,0
feature_padding_attack,8,15,0.24903,0,0
feature_padding_attack,8,16,0.249951,0,0
feature_padding_attack,8,17,0.250935,0,0
feature_padding_attack,8,18,0.251971,0,0
feature_padding_attack,8,19,0.252997,0,0
feature_padding_attack,8,20,0.254066,0,0
slow_drip_attack,8,0,0.193265,0,0
slow_drip_attack,8,1,0.193265,0,0
slow_drip_attack,8,2,0.193265,0,0
slow_drip_attack,8,3,0.193265,0,0
slow_drip_attack,8,4,0.193265,0,0
slow_drip_attack,8,5,0.193265,0,0
slow_drip_attack,8,6,0.193265,0,0
slow_drip_attack,8,7,0.193265,0,0
slow_drip_attack,8,8,0.193265,0,0
slow_drip_attack,8,9,0.193265,0,0
mimicry_attack,9,0,0.264829,0,0
mimicry_attack,9,1,0.263643,0,0
mimicry_attack,9,2,0.262662,0,0
mimicry_attack,9,3,0.26165,0,0
mimicry_attack,9,4,0.260474,0,0
mimicry_attack,9,5,0.259323,0,0
mimicry_attack,9,6,0.258271,0,0
mimicry_attack,9,7,0.257358,0,0
mimicry_attack,9,8,0.256899,0,0
mimicry_attack,9,9,0.256621,0,0
mimicry_attack,9,10,0.256525,0,0
mimicry_attack,9,11,0.2564,0,0
mimicry_attack,9,12,0.256365,0,0
mimicry_attack,9,13,0.256536,0,0
mimicry_attack,9,14,0.25666,0,0
mimicry_attack,9,15,0.256746,0,0
mimicry_attack,9,16,0.256941,0,0
mimicry_attack,9,17,0.257195,0,0
mimicry_attack,9,18,0.25756,0,0
mimicry_attack,9,19,0.25817,0,0
mimicry_attack,9,20,0.258899,0,0
feature_padding_attack,9,0,0.264829,0,0
feature_padding_attack,9,1,0.263643,0,0
feature_padding_attack,9,2,0.262662,0,0
feature_padding_attack,9,3,0.26165,0,0
feature_padding_attack,9,4,0.260474,0,0
feature_padding_attack,9,5,0.259323,0,0
feature_padding_attack,9,6,0.258271,0,0
feature_padding_attack,9,7,0.257358,0,0
feature_padding_attack,9,8,0.256899,0,0
feature_padding_attack,9,9,0.256621,0,0
feature_padding_attack,9,10,0.256525,0,0
feature_padding_attack,9,11,0.2564,0,0
feature_padding_attack,9,12,0.256365,0,0
feature_padding_attack,9,13,0.256536,0,0
feature_padding_attack,9,14,0.25666,0,0
feature_padding_attack,9,15,0.256746,0,0
feature_padding_attack,9,16,0.256941,0,0
feature_padding_attack,9,17,0.257195,0,0
feature_padding_attack,9,18,0.25756,0,0
feature_padding_attack,9,19,0.25817,0,0
feature_padding_attack,9,20,0.258899,0,0
slow_drip_attack,9,0,0.154518,0,0
slow_drip_attack,9,1,0.154518,0,0
slow_drip_attack,9,2,0.154518,0,0
slow_drip_attack,9,3,0.154518,0,0
slow_drip_attack,9,4,0.154518,0,0
slow_drip_attack,9,5,0.154518,0,0
slow_drip_attack,9,6,0.154518,0,0
slow_drip_attack,9,7,0.154518,0,0
slow_drip_attack,9,8,0.154518,0,0
slow_drip_attack,9,9,0.154518,0,0
mimicry_attack,10,0,0.268558,0,0
mimicry_attack,10,1,0.268883,0,0
mimicry_attack,10,2,0.268778,0,0
mimicry_attack,10,3,0.268574,0,0
mimicry_attack,10,4,0.268434,0,0
mimicry_attack,10,5,0.268352,0,0
mimicry_attack,10,6,0.268518,0,0
mimicry_attack,10,7,0.268983,0,0
mimicry_attack,10,8,0.269479,0,0
mimicry_attack,10,9,0.269774,0,0
mimicry_attack,10,10,0.270124,0,0
mimicry_attack,10,11,0.270485,0,0
mimicry_attack,10,12,0.270876,0,0
mimicry_attack,10,13,0.271295,0,0
mimicry_attack,10,14,0.271797,0,0
mimicry_attack,10,15,0.272339,0,0
mimicry_attack,10,16,0.272922,0,0
mimicry_attack,10,17,0.273557,0,0
mimicry_attack,10,18,0.274306,0,0
mimicry_attack,10,19,0.275147,0,0
mimicry_attack,10,20,0.276028,0,0
feature_padding_attack,10,0,0.268558,0,0
feature_padding_attack,10,1,0.268883,0,0
feature_padding_attack,10,2,0.268778,0,0
feature_padding_attack,10,3,0.268574,0,0
feature_padding_attack,10,4,0.268434,0,0
feature_padding_attack,10,5,0.268352,0,0
feature_padding_attack,10,6,0.268518,0,0
feature_padding_attack,10,7,0.268983,0,0
feature_padding_attack,10,8,0.269479,0,0
feature_padding_attack,10,9,0.269774,0,0
feature_padding_attack,10,10,0.270124,0,0
feature_padding_attack,10,11,0.270485,0,0
feature_padding_attack,10,12,0.270876,0,0
feature_padding_attack,10,13,0.271295,0,0
feature_padding_attack,10,14,0.271797,0,0
feature_padding_attack,10,15,0.272339,0,0
feature_padding_attack,10,16,0.272922,0,0
feature_padding_attack,10,17,0.273557,0,0
feature_padding_attack,10,18,0.274306,0,0
feature_padding_attack,10,19,0.275147,0,0
feature_padding_attack,10,20,0.276028,0,0
slow_drip_attack,10,0,0.212575,0,0
slow_drip_attack,10,1,0.212575,0,0
slow_drip_attack,10,2,0.212575,0,0
slow_drip_attack,10,3,0.212575,0,0
slow_drip_attack,10,4,0.212575,0,0
slow_drip_attack,10,5,0.212575,0,0
slow_drip_attack,10,6,0.212575,0,0
slow_drip_attack,10,7,0.212575,0,0
slow_drip_attack,10,8,0.212575,0,0
slow_drip_attack,10,9,0.212575,0,0
mimicry_attack,11,0,0.227115,0,0
mimicry_attack,11,1,0.226316,0,0
mimicry_attack,11,2,0.225456,0,0
mimicry_attack,11,3,0.224693,0,0
mimicry_attack,11,4,0.223911,0,0
mimicry_attack,11,5,0.223135,0,0
mimicry_attack,11,6,0.22239,0,0
mimicry_attack,11,7,0.221645,0,0
mimicry_attack,11,8,0.220815,0,0
mimicry_attack,11,9,0.220014,0,0
mimicry_attack,11,10,0.219238,0,0
mimicry_attack,11,11,0.218555,0,0
mimicry_attack,11,12,0.217833,0,0
mimicry_attack,11,13,0.217052,0,0
mimicry_attack,11,14,0.216299,0,0
mimicry_attack,11,15,0.215611,0,0
mimicry_attack,11,16,0.215018,0,0
mimicry_attack,11,17,0.214467,0,0
mimicry_attack,11,18,0.213985,0,0
mimicry_attack,11,19,0.213896,0,0
mimicry_attack,11,20,0.214107,0,0
feature_padding_attack,11,0,0.227115,0,0
feature_padding_attack,11,1,0.226316,0,0
feature_padding_attack,11,2,0.225456,0,0
feature_padding_attack,11,3,0.224693,0,0
feature_padding_attack,11,4,0.223911,0,0
feature_padding_attack,11,5,0.223135,0,0
feature_padding_attack,11,6,0.22239,0,0
feature_padding_attack,11,7,0.221645,0,0
feature_padding_attack,11,8,0.220815,0,0
feature_padding_attack,11,9,0.220014,0,0
feature_padding_attack,11,10,0.219238,0,0
feature_padding_attack,11,11,0.218555,0,0
feature_padding_attack,11,12,0.217833,0,0
feature_padding_attack,11,13,0.217052,0,0
feature_padding_attack,11,14,0.216299,0,0
feature_padding_attack,11,15,0.215611,0,0
feature_padding_attack,11,16,0.215018,0,0
feature_padding_attack,11,17,0.214467,0,0
feature_padding_attack,11,18,0.213985,0,0
feature_padding_attack,11,19,0.213896,0,0
feature_padding_attack,11,20,0.214107,0,0
slow_drip_attack,11,0,0.161394,0,0
slow_drip_attack,11,1,0.161394,0,0
slow_drip_attack,11,2,0.161394,0,0
slow_drip_attack,11,3,0.161394,0,0
slow_drip_attack,11,4,0.161394,0,0
slow_drip_attack,11,5,0.161394,0,0
slow_drip_attack,11,6,0.161394,0,0
slow_drip_attack,11,7,0.161394,0,0
slow_drip_attack,11,8,0.161394,0,0
slow_drip_attack,11,9,0.161394,0,0
mimicry_attack,12,0,0.23539,0,0
mimicry_attack,12,1,0.235042,0,0
mimicry_attack,12,2,0.234916,0,0
mimicry_attack,12,3,0.235054,0,0
mimicry_attack,12,4,0.235316,0,0
mimicry_attack,12,5,0.235562,0,0
mimicry_attack,12,6,0.235833,0,0
mimicry_attack,12,7,0.236108,0,0
mimicry_attack,12,8,0.236286,0,0
mimicry_attack,12,9,0.236513,0,0
mimicry_attack,12,10,0.236812,0,0
mimicry_attack,12,11,0.237215,0,0
mimicry_attack,12,12,0.237705,0,0
mimicry_attack,12,13,0.238271,0,0
mimicry_attack,12,14,0.238912,0,0
mimicry_attack,12,15,0.239599,0,0
mimicry_attack,12,16,0.240333,0,0
mimicry_attack,12,17,0.241139,0,0
mimicry_attack,12,18,0.24195,0,0
mimicry_attack,12,19,0.242799,0,0
mimicry_attack,12,20,0.243688,0,0
feature_padding_attack,12,0,0.23539,0,0
