event_id,user_id,timestamp,device_fingerprint,os,ip,geo_city,geo_country,lat,lon,vpn_detected,login_success,activity,is_anomalous_ground_truth,anomaly_type,implied_speed_kmh,user_home_tz,user_local_hour,event_city_tz
a1e6130f-a9fe-4d14-853b-407a2707b0e9,u_001,2026-06-01T09:49:08,windows10-chrome-91f658,Windows 10,56.119.13.139,Delhi,IN,28.6139,77.209,False,True,college_portal,False,,,Asia/Kolkata,15,Asia/Kolkata
1a781826-c5e4-4ba5-bf4c-df935053833b,u_004,2026-06-01T10:04:21,windows10-safari-c0505d,Windows 10,21.150.185.44,Sao Paulo,BR,-23.5505,-46.6333,False,True,github_access,False,,,America/Sao_Paulo,7,America/Sao_Paulo
44931348-0cfc-4c11-8267-97156320623b,u_002,2026-06-01T10:16:26,macos-chrome-a7b8b9,macOS,195.81.216.24,Sydney,AU,-33.8688,151.2093,False,True,college_portal,False,,,Australia/Sydney,21,Australia/Sydney
01085dcd-b840-41fc-a64c-30416c5c78cd,u_005,2026-06-01T10:36:42,ios-edge-2fd587,iOS,21.119.51.103,London,GB,51.5074,-0.1278,False,True,dns_heavy_session,False,,,Europe/London,10,Europe/London
32c1c8b5-b5f7-4ca3-809e-75f52ea9213a,u_005,2026-06-01T10:41:59,ios-edge-2fd587,iOS,21.119.51.1,London,GB,51.5074,-0.1278,False,True,web_browsing,False,,,Europe/London,10,Europe/London
c559a67c-fbb1-4e2d-8402-4807569b174f,u_010,2026-06-01T11:12:21,windows11-firefox-b00913,Windows 11,36.104.168.237,Moscow,RU,55.7558,37.6173,False,True,bulk_data_transfer,True,bulk_transfer_new_ip,,Europe/Moscow,14,Europe/Moscow
d28ef909-06ae-494d-811e-40c2d030bd40,u_001,2026-06-01T11:12:52,android-chrome-85921f,Android,150.132.38.6,Delhi,IN,28.6139,77.209,True,True,college_portal,True,unknown_device_vpn,,Asia/Kolkata,16,Asia/Kolkata
fbf686e9-3505-4481-a8c4-51e2bcc16ec6,u_001,2026-06-01T11:24:49,windows10-chrome-91f658,Windows 10,56.119.13.104,Delhi,IN,28.6139,77.209,False,True,college_portal,False,,,Asia/Kolkata,16,Asia/Kolkata
7e21a5b8-6007-4c75-ab0f-934638f0dd3e,u_007,2026-06-01T11:28:04,windows11-safari-5b4136,Windows 11,98.138.112.42,London,GB,51.5074,-0.1278,False,True,dns_heavy_session,False,,,Europe/London,11,Europe/London
1c5fd928-eea2-4709-9a87-0496ffe988bf,u_012,2026-06-01T11:28:34,android-brave-2f0ebf,Android,193.136.174.75,Mumbai,IN,19.076,72.8777,False,True,college_portal,False,,,Asia/Kolkata,16,Asia/Kolkata
c72ce676-2716-475c-acaf-516a8bab58d4,u_000,2026-06-01T11:32:54,windows10-edge-f854f4,Windows 10,63.114.71.121,Mumbai,IN,19.076,72.8777,False,True,email_access,False,,,Asia/Kolkata,17,Asia/Kolkata
0f63d5ce-517b-467e-98a7-ee4541c1969e,u_000,2026-06-01T11:40:16,windows10-edge-f854f4,Windows 10,63.114.71.42,Mumbai,IN,19.076,72.8777,False,True,file_download,False,,,Asia/Kolkata,17,Asia/Kolkata
e9d3833e-abdd-4a07-9312-f90b6d7536b1,u_009,2026-06-01T12:11:52,windows11-edge-eed362,Windows 11,36.126.134.41,Singapore,SG,1.3521,103.8198,False,True,bulk_data_transfer,False,,,Asia/Singapore,20,Asia/Singapore
0f8be13a-0273-4130-9fb0-446b864c233e,u_009,2026-06-01T12:28:52,windows11-edge-eed362,Windows 11,36.126.134.89,Moscow,RU,55.7558,37.6173,False,True,file_download,True,impossible_travel,29720.2,Asia/Singapore,20,Europe/Moscow
86f7c66a-e461-4030-affc-93c9fb57473e,u_001,2026-06-01T12:32:47,windows10-chrome-91f658,Windows 10,56.119.13.133,Delhi,IN,28.6139,77.209,False,True,file_download,False,,,Asia/Kolkata,18,Asia/Kolkata
1e9bdbc1-cfc8-4592-a418-e086a0424153,u_008,2026-06-01T12:48:32,ubuntulinux-edge-b65707,Ubuntu Linux,17.108.161.36,Moscow,RU,55.7558,37.6173,False,True,file_download,False,,,Europe/Moscow,15,Europe/Moscow
f00abdbe-990a-4c91-8381-9fa443c08af5,u_005,2026-06-01T12:52:42,ios-edge-2fd587,iOS,21.119.51.161,London,GB,51.5074,-0.1278,False,True,web_browsing,False,,,Europe/London,12,Europe/London
682d455a-bcbd-4a40-83d3-d1f0c4698413,u_013,2026-06-01T13:04:24,android-edge-439332,Android,129.91.54.163,Delhi,IN,28.6139,77.209,False,True,file_download,False,,,Asia/Kolkata,18,Asia/Kolkata
4d604c61-6493-4e9f-a0c7-1b621b57710a,u_005,2026-06-01T13:11:31,ios-edge-2fd587,iOS,21.119.51.55,London,GB,51.5074,-0.1278,False,True,vpn_admin_panel,False,,,Europe/London,13,Europe/London
30e71752-8eee-4adc-aac4-cfb01d1b0a37,u_003,2026-06-01T13:15:59,windows10-safari-99c85a,Windows 10,25.183.176.100,Mumbai,IN,19.076,72.8777,False,True,college_portal,False,,,Asia/Kolkata,18,Asia/Kolkata
5e07ab99-3f2b-4a88-8a1e-5727fd705d26,u_011,2026-06-01T13:16:58,chromeos-chrome-88be79,ChromeOS,99.195.239.108,Lagos,NG,6.5244,3.3792,False,True,vpn_admin_panel,False,,,Africa/Lagos,14,Africa/Lagos
3f8ec616-8be1-438a-abf8-5a83b519cb72,u_013,2026-06-01T13:29:43,android-edge-439332,Android,129.91.54.185,Delhi,IN,28.6139,77.209,False,True,web_browsing,False,,,Asia/Kolkata,18,Asia/Kolkata
506ea8d6-43cc-4bdf-8f78-5c7ee1b3153c,u_000,2026-06-01T13:34:18,windows10-edge-f854f4,Windows 10,63.114.71.5,Mumbai,IN,19.076,72.8777,False,True,file_download,False,,,Asia/Kolkata,19,Asia/Kolkata
3af28f7e-d427-4552-a490-66a8f7bf131f,u_013,2026-06-01T13:53:14,android-edge-439332,Android,129.91.54.135,Delhi,IN,28.6139,77.209,False,True,web_browsing,False,,,Asia/Kolkata,19,Asia/Kolkata
b6c44052-38ad-4a6c-b64f-ea405ca9057d,u_000,2026-06-01T13:54:09,windows10-edge-f854f4,Windows 10,63.114.71.179,Mumbai,IN,19.076,72.8777,False,True,file_download,False,,,Asia/Kolkata,19,Asia/Kolkata
5399d359-e576-4216-b7c6-43fe0b308f68,u_000,2026-06-01T13:59:18,windows10-edge-f854f4,Windows 10,63.114.71.9,Sydney,AU,-33.8688,151.2093,False,True,college_portal,True,impossible_travel,118331.9,Asia/Kolkata,19,Australia/Sydney
280ff7ef-c532-4b38-8f80-139d563975fc,u_000,2026-06-01T14:07:55,windows10-edge-f854f4,Windows 10,63.114.71.73,Mumbai,IN,19.076,72.8777,False,True,college_portal,True,impossible_travel,70724.5,Asia/Kolkata,19,Asia/Kolkata
73433e73-0245-4e89-9a05-43268855d4bc,u_004,2026-06-01T14:32:54,windows10-safari-c0505d,Windows 10,21.150.185.221,Sao Paulo,BR,-23.5505,-46.6333,False,True,vpn_admin_panel,False,,,America/Sao_Paulo,11,America/Sao_Paulo
504e6e89-18e5-4641-b0b7-19fe8243f954,u_010,2026-06-01T14:38:28,windows11-firefox-b00913,Windows 11,131.252.46.46,Moscow,RU,55.7558,37.6173,False,True,vpn_admin_panel,False,,,Europe/Moscow,17,Europe/Moscow
a7cd29a4-5e56-4ee3-a2a3-247c532d78bd,u_012,2026-06-01T14:52:03,android-brave-2f0ebf,Android,193.136.174.20,Mumbai,IN,19.076,72.8777,False,True,bulk_data_transfer,False,,,Asia/Kolkata,20,Asia/Kolkata
5c1c32a1-1b1c-442a-9622-e0df96054fc8,u_006,2026-06-01T14:52:12,macos-edge-02429f,macOS,54.136.36.175,Bengaluru,IN,12.9716,77.5946,False,True,vpn_admin_panel,False,,,Asia/Kolkata,20,Asia/Kolkata
d3cb620e-3f56-4b38-be6e-6774695e336c,u_004,2026-06-01T14:53:39,windows10-safari-c0505d,Windows 10,21.150.185.98,Sao Paulo,BR,-23.5505,-46.6333,False,True,github_access,False,,,America/Sao_Paulo,11,America/Sao_Paulo
54187f03-8f21-4538-a4f2-e69bc37676ee,u_005,2026-06-01T14:54:47,ios-edge-2fd587,iOS,21.119.51.187,London,GB,51.5074,-0.1278,False,True,vpn_admin_panel,False,,,Europe/London,14,Europe/London
48a761c9-01e4-40af-9b45-6116b4026c29,u_013,2026-06-01T14:55:44,android-edge-439332,Android,129.91.54.186,Delhi,IN,28.6139,77.209,False,True,college_portal,False,,,Asia/Kolkata,20,Asia/Kolkata
c00435e9-74b8-4ae7-a4a4-9b272853b1ba,u_001,2026-06-01T15:15:13,windows10-chrome-91f658,Windows 10,56.119.13.242,Delhi,IN,28.6139,77.209,False,True,college_portal,False,,,Asia/Kolkata,20,Asia/Kolkata
3d9dcd59-1b6d-4b7f-9ca1-ddb2fe14d009,u_003,2026-06-01T15:21:17,windows10-safari-99c85a,Windows 10,25.183.176.222,Mumbai,IN,19.076,72.8777,False,True,github_access,False,,,Asia/Kolkata,20,Asia/Kolkata
cd698bf4-b2fa-49e6-8622-d6774c083746,u_011,2026-06-01T15:24:17,chromeos-chrome-88be79,ChromeOS,99.195.239.216,Lagos,NG,6.5244,3.3792,False,True,github_access,False,,,Africa/Lagos,16,Africa/Lagos
f9203bae-a765-4da4-a147-9f55845ff2d3,u_011,2026-06-01T15:26:19,chromeos-chrome-88be79,ChromeOS,99.195.239.114,Lagos,NG,6.5244,3.3792,False,True,bulk_data_transfer,False,,,Africa/Lagos,16,Africa/Lagos
706af921-937e-4d91-a3f1-a1d5b048a2b3,u_012,2026-06-01T15:37:33,android-brave-2f0ebf,Android,193.136.174.3,Mumbai,IN,19.076,72.8777,False,True,file_download,False,,,Asia/Kolkata,21,Asia/Kolkata
e353a617-b21b-431e-b808-012529fc7a90,u_013,2026-06-01T15:56:42,android-edge-439332,Android,129.91.54.31,Delhi,IN,28.6139,77.209,False,True,file_download,False,,,Asia/Kolkata,21,Asia/Kolkata
014acbca-4be7-4d97-bddb-4bee1c51f92f,u_009,2026-06-01T16:02:30,windows11-edge-eed362,Windows 11,36.126.134.208,Singapore,SG,1.3521,103.8198,False,True,email_access,True,impossible_travel,2365.0,Asia/Singapore,0,Asia/Singapore
2445155b-d448-4e8b-88d0-701fbb593915,u_011,2026-06-01T16:12:06,chromeos-chrome-88be79,ChromeOS,99.195.239.68,Lagos,NG,6.5244,3.3792,False,True,bulk_data_transfer,False,,,Africa/Lagos,17,Africa/Lagos
8bfdb07f-a4b9-4b8d-aa86-bca589a02996,u_012,2026-06-01T16:21:33,android-brave-2f0ebf,Android,193.136.174.215,Sao Paulo,BR,-23.5505,-46.6333,False,True,bulk_data_transfer,True,impossible_travel,18782.7,Asia/Kolkata,21,America/Sao_Paulo
21af12a6-386b-4dc3-8580-0ee60fb36b0c,u_001,2026-06-01T16:23:48,windows10-chrome-91f658,Windows 10,56.119.13.70,Delhi,IN,28.6139,77.209,False,True,bulk_data_transfer,False,,,Asia/Kolkata,21,Asia/Kolkata
40f33580-e472-45b7-b02a-348258963521,u_001,2026-06-01T16:33:24,windows10-chrome-91f658,Windows 10,56.119.13.234,Delhi,IN,28.6139,77.209,False,True,file_download,False,,,Asia/Kolkata,22,Asia/Kolkata
2137552f-71b7-4edc-b900-d63413bb287e,u_012,2026-06-01T16:35:47,android-brave-2f0ebf,Android,193.136.174.126,Mumbai,IN,19.076,72.8777,False,True,bulk_data_transfer,True,impossible_travel,58063.7,Asia/Kolkata,22,Asia/Kolkata
168a0da2-1104-41e8-a715-a3e2ea73d65d,u_012,2026-06-01T16:40:53,android-brave-2f0ebf,Android,193.136.174.163,Mumbai,IN,19.076,72.8777,False,True,college_portal,False,,,Asia/Kolkata,22,Asia/Kolkata
fb3a422e-a4b2-4acc-9896-6512f85f6fcb,u_008,2026-06-01T16:56:32,ubuntulinux-edge-b65707,Ubuntu Linux,17.108.161.144,Moscow,RU,55.7558,37.6173,False,True,dns_heavy_session,False,,,Europe/Moscow,19,Europe/Moscow
16cd0f59-a9bf-45dc-afce-153f23e4d699,u_002,2026-06-01T16:58:05,macos-chrome-a7b8b9,macOS,195.81.216.147,Sydney,AU,-33.8688,151.2093,False,True,college_portal,False,,,Australia/Sydney,3,Australia/Sydney
1f4c0fd2-710e-4ed0-8051-78d8c67a8f17,u_008,2026-06-01T16:59:42,ubuntulinux-edge-b65707,Ubuntu Linux,17.108.161.27,Moscow,RU,55.7558,37.6173,False,True,dns_heavy_session,False,,,Europe/Moscow,19,Europe/Moscow
5b9213d3-3908-4437-a636-299b376b8a28,u_001,2026-06-01T17:05:38,windows10-chrome-91f658,Windows 10,56.119.13.154,Delhi,IN,28.6139,77.209,False,True,college_portal,False,,,Asia/Kolkata,22,Asia/Kolkata
31189f4c-d5bd-437e-95e2-dbe031054d22,u_007,2026-06-01T17:24:46,windows11-safari-5b4136,Windows 11,98.138.112.48,London,GB,51.5074,-0.1278,False,True,github_access,False,,,Europe/London,17,Europe/London
2c8215e5-7335-4652-a9bd-83d36f241d3e,u_014,2026-06-01T17:26:27,chromeos-brave-186f54,ChromeOS,1.165.250.102,Bengaluru,IN,12.9716,77.5946,False,True,bulk_data_transfer,False,,,Asia/Kolkata,22,Asia/Kolkata
e2105b71-e973-4a1f-bcd9-52dc6c5424d5,u_001,2026-06-01T17:32:06,windows10-chrome-91f658,Windows 10,56.119.13.53,Delhi,IN,28.6139,77.209,False,True,file_download,False,,,Asia/Kolkata,23,Asia/Kolkata
44240e4d-a624-4da2-89a2-7425efa7fcda,u_009,2026-06-01T17:32:48,windows11-edge-eed362,Windows 11,36.126.134.40,Singapore,SG,1.3521,103.8198,False,True,bulk_data_transfer,False,,,Asia/Singapore,1,Asia/Singapore
f9be2c56-8276-4837-b847-ee82bbeaac0b,u_014,2026-06-01T17:36:22,chromeos-brave-186f54,ChromeOS,1.165.250.227,Bengaluru,IN,12.9716,77.5946,False,True,bulk_data_transfer,False,,,Asia/Kolkata,23,Asia/Kolkata
f24d013b-aebe-4f5d-84e1-ee8f0873377c,u_000,2026-06-01T17:37:16,windows10-edge-f854f4,Windows 10,63.114.71.62,Mumbai,IN,19.076,72.8777,False,True,email_access,False,,,Asia/Kolkata,23,Asia/Kolkata
e40180e7-e7f5-45fb-98a9-b9b23c837504,u_003,2026-06-01T17:41:39,windows10-safari-99c85a,Windows 10,25.183.176.161,Mumbai,IN,19.076,72.8777,False,True,github_access,False,,,Asia/Kolkata,23,Asia/Kolkata
dffd36e3-537d-4437-84ed-cdde382352bd,u_011,2026-06-01T17:51:06,chromeos-chrome-88be79,ChromeOS,99.195.239.127,Lagos,NG,6.5244,3.3792,False,True,github_access,False,,,Africa/Lagos,18,Africa/Lagos
4e2800a1-ba5e-46d1-b29b-a04a40eb89f3,u_004,2026-06-01T18:01:20,windows10-safari-c0505d,Windows 10,21.150.185.97,Sao Paulo,BR,-23.5505,-46.6333,False,True,vpn_admin_panel,False,,,America/Sao_Paulo,15,America/Sao_Paulo
f35f7da5-5ecf-432e-8acb-27ee5c866111,u_014,2026-06-01T18:08:27,chromeos-brave-186f54,ChromeOS,1.165.250.83,New York,US,40.7128,-74.006,False,True,vpn_admin_panel,True,impossible_travel,24999.9,Asia/Kolkata,23,America/New_York
fc8c363d-a179-415f-b6ce-1726a7309cca,u_001,2026-06-01T18:11:42,windows10-chrome-91f658,Windows 10,56.119.13.51,Delhi,IN,28.6139,77.209,False,True,college_portal,False,,,Asia/Kolkata,23,Asia/Kolkata
76bdccc7-116c-4864-9553-5c610a48c674,u_014,2026-06-01T18:14:29,chromeos-brave-186f54,ChromeOS,1.165.250.160,Bengaluru,IN,12.9716,77.5946,False,True,vpn_admin_panel,True,impossible_travel,132941.3,Asia/Kolkata,23,Asia/Kolkata
7925acd6-3641-4e12-b569-9c728aadeddf,u_012,2026-06-01T18:30:34,android-brave-2f0ebf,Android,193.136.174.201,Mumbai,IN,19.076,72.8777,False,True,college_portal,False,,,Asia/Kolkata,0,Asia/Kolkata
dd7e3a8a-8429-4bf2-8ab8-68de1b47679a,u_012,2026-06-01T18:32:00,android-brave-2f0ebf,Android,193.136.174.197,Mumbai,IN,19.076,72.8777,False,True,file_download,False,,,Asia/Kolkata,0,Asia/Kolkata
b58ca73f-3a78-483f-86d4-6ea9f1d89f5f,u_003,2026-06-01T19:08:17,windows10-safari-99c85a,Windows 10,25.183.176.69,Mumbai,IN,19.076,72.8777,False,True,vpn_admin_panel,False,,,Asia/Kolkata,0,Asia/Kolkata
50ea7767-fa77-4798-b674-99fa8683265e,u_005,2026-06-01T19:09:45,ios-edge-2fd587,iOS,21.119.51.189,London,GB,51.5074,-0.1278,False,True,dns_heavy_session,False,,,Europe/London,19,Europe/London
98188d63-2370-4303-846c-4bed5f0c098f,u_007,2026-06-01T19:11:26,windows11-safari-5b4136,Windows 11,98.138.112.143,London,GB,51.5074,-0.1278,False,True,dns_heavy_session,False,,,Europe/London,19,Europe/London
5ac65d38-e11d-47bb-991f-ab5c35cbd107,u_002,2026-06-01T19:15:29,macos-chrome-a7b8b9,macOS,195.81.216.223,Sydney,AU,-33.8688,151.2093,False,True,dns_heavy_session,False,,,Australia/Sydney,6,Australia/Sydney
b349dcc5-20d9-4e90-92ae-af37d3c0d523,u_005,2026-06-01T20:00:45,ios-edge-2fd587,iOS,21.119.51.207,London,GB,51.5074,-0.1278,False,True,web_browsing,False,,,Europe/London,20,Europe/London
ef12364e-c99c-47fb-a68e-a52e356bc68a,u_009,2026-06-01T20:07:53,windows11-edge-eed362,Windows 11,36.126.134.179,Singapore,SG,1.3521,103.8198,False,True,bulk_data_transfer,False,,,Asia/Singapore,4,Asia/Singapore
8ff99b64-bde7-45b4-96b5-32d7ea38d52f,u_006,2026-06-01T20:12:30,macos-edge-02429f,macOS,54.136.36.89,Bengaluru,IN,12.9716,77.5946,False,True,web_browsing,False,,,Asia/Kolkata,1,Asia/Kolkata
ea4f6eea-ef13-4679-881e-028338d97e95,u_004,2026-06-01T20:14:15,windows10-safari-c0505d,Windows 10,21.150.185.225,Sao Paulo,BR,-23.5505,-46.6333,False,True,bulk_data_transfer,False,,,America/Sao_Paulo,17,America/Sao_Paulo
05b2c618-84e5-42d2-86dd-edd2dc36738d,u_006,2026-06-01T20:23:00,ios-brave-e4ab5d,iOS,49.9.2.161,Bengaluru,IN,12.9716,77.5946,True,True,email_access,True,unknown_device_vpn,,Asia/Kolkata,1,Asia/Kolkata
e741281d-7196-47c7-9347-cedd2c02a263,u_005,2026-06-01T20:30:25,ios-edge-2fd587,iOS,21.119.51.133,London,GB,51.5074,-0.1278,False,True,web_browsing,False,,,Europe/London,20,Europe/London
7019d689-3ba3-4a2f-810d-7ae0819ab3a7,u_011,2026-06-01T20:37:34,chromeos-chrome-88be79,ChromeOS,99.195.239.185,Lagos,NG,6.5244,3.3792,False,True,bulk_data_transfer,False,,,Africa/Lagos,21,Africa/Lagos
ba6ff88e-a247-48d7-b006-ea206bf21320,u_010,2026-06-01T20:39:30,windows11-firefox-b00913,Windows 11,131.252.46.144,Moscow,RU,55.7558,37.6173,False,True,web_browsing,False,,,Europe/Moscow,23,Europe/Moscow
f42d6556-eca1-47a8-9feb-2627f4f96bdc,u_007,2026-06-01T20:46:16,windows11-safari-5b4136,Windows 11,98.138.112.44,London,GB,51.5074,-0.1278,False,True,dns_heavy_session,False,,,Europe/London,20,Europe/London
97a7a68a-a7e5-4eec-b401-66f3ba64a737,u_000,2026-06-01T20:46:23,windows10-edge-f854f4,Windows 10,63.114.71.126,Mumbai,IN,19.076,72.8777,False,True,email_access,False,,,Asia/Kolkata,2,Asia/Kolkata
917f65ae-160f-4505-a2e4-71758782f98a,u_004,2026-06-01T20:48:19,windows10-safari-c0505d,Windows 10,21.150.185.236,Sao Paulo,BR,-23.5505,-46.6333,False,True,github_access,False,,,America/Sao_Paulo,17,America/Sao_Paulo
0946dd79-8d1e-483a-8b17-bc47029f4910,u_003,2026-06-01T20:51:41,windows10-safari-99c85a,Windows 10,25.183.176.232,Mumbai,IN,19.076,72.8777,False,True,github_access,False,,,Asia/Kolkata,2,Asia/Kolkata
65397118-57c6-420e-b25c-f894686c7f5b,u_006,2026-06-01T21:20:24,macos-edge-02429f,macOS,54.136.36.254,Bengaluru,IN,12.9716,77.5946,False,True,vpn_admin_panel,False,,,Asia/Kolkata,2,Asia/Kolkata
d5a6274a-ba69-4959-91b0-fd305579dbf4,u_005,2026-06-01T21:20:35,ios-edge-2fd587,iOS,21.119.51.123,London,GB,51.5074,-0.1278,False,True,vpn_admin_panel,False,,,Europe/London,21,Europe/London
5961fe88-0754-437b-9540-302eb651cfe3,u_001,2026-06-01T21:31:15,windows10-chrome-91f658,Windows 10,56.119.13.150,Delhi,IN,28.6139,77.209,False,True,college_portal,False,,,Asia/Kolkata,3,Asia/Kolkata
86ec8fde-651c-4498-ac76-3f0a0d803077,u_011,2026-06-01T21:32:29,chromeos-chrome-88be79,ChromeOS,99.195.239.129,Lagos,NG,6.5244,3.3792,False,True,web_browsing,False,,,Africa/Lagos,22,Africa/Lagos
bf3803ba-9174-4d1f-b92f-df242ae81934,u_011,2026-06-01T21:36:24,chromeos-chrome-88be79,ChromeOS,99.195.239.123,Lagos,NG,6.5244,3.3792,False,True,github_access,False,,,Africa/Lagos,22,Africa/Lagos
c7457eed-f061-466d-b2da-e213058ff898,u_010,2026-06-01T21:39:02,windows11-firefox-b00913,Windows 11,131.252.46.63,Moscow,RU,55.7558,37.6173,False,True,college_portal,False,,,Europe/Moscow,0,Europe/Moscow
e4f80816-b872-41da-b532-9a0220f928bb,u_005,2026-06-01T21:45:27,ios-edge-2fd587,iOS,21.119.51.251,London,GB,51.5074,-0.1278,False,True,vpn_admin_panel,False,,,Europe/London,21,Europe/London
a64ba841-5bf7-4d20-a26b-92e616766459,u_000,2026-06-01T21:54:08,windows10-edge-f854f4,Windows 10,63.114.71.89,Mumbai,IN,19.076,72.8777,False,True,email_access,False,,,Asia/Kolkata,3,Asia/Kolkata
d7b759ba-201e-4ba6-b319-cb110f5b58e8,u_008,2026-06-01T22:02:40,ubuntulinux-edge-b65707,Ubuntu Linux,17.108.161.100,Moscow,RU,55.7558,37.6173,False,True,file_download,False,,,Europe/Moscow,1,Europe/Moscow
de2880db-a7ad-4c8b-900b-2a66b5e9dd9f,u_003,2026-06-01T22:20:01,windows10-safari-99c85a,Windows 10,25.183.176.163,Mumbai,IN,19.076,72.8777,False,True,web_browsing,False,,,Asia/Kolkata,3,Asia/Kolkata
b3f367f0-938c-48cb-beba-e9ea1520f774,u_009,2026-06-01T22:46:15,windows11-edge-eed362,Windows 11,36.126.134.183,Singapore,SG,1.3521,103.8198,False,True,file_download,False,,,Asia/Singapore,6,Asia/Singapore
5772e005-7e7b-447c-bc47-5d705aa55ffb,u_011,2026-06-01T22:54:08,chromeos-chrome-88be79,ChromeOS,99.195.239.163,Lagos,NG,6.5244,3.3792,False,True,vpn_admin_panel,False,,,Africa/Lagos,23,Africa/Lagos
c24d53ac-c252-4f42-be96-75eecd830f8a,u_009,2026-06-01T23:53:46,windows11-edge-eed362,Windows 11,36.126.134.250,Singapore,SG,1.3521,103.8198,False,True,bulk_data_transfer,False,,,Asia/Singapore,7,Asia/Singapore
fc6a6882-690f-46db-ae31-ea16ba551a01,u_003,2026-06-02T01:45:07,windows10-safari-99c85a,Windows 10,25.183.176.229,Singapore,SG,1.3521,103.8198,True,True,github_access,True,impossible_travel,1142.0,Asia/Kolkata,7,Asia/Singapore
dc05bf00-de77-4552-862a-a1199c4a5e88,u_008,2026-06-02T07:16:59,ubuntulinux-edge-b65707,Ubuntu Linux,17.108.161.141,Moscow,RU,55.7558,37.6173,False,True,web_browsing,False,,,Europe/Moscow,10,Europe/Moscow
6ada2a8c-f54c-4d03-9f65-e3e5ef6ff0b9,u_010,2026-06-02T08:14:07,windows11-firefox-b00913,Windows 11,131.252.46.14,Moscow,RU,55.7558,37.6173,False,True,web_browsing,False,,,Europe/Moscow,11,Europe/Moscow
5af1d5b2-4d49-4dc1-b513-349dd161b10f,u_005,2026-06-02T08:52:22,ios-edge-2fd587,iOS,21.119.51.57,London,GB,51.5074,-0.1278,False,True,web_browsing,False,,,Europe/London,8,Europe/London
006af091-aeea-4b53-b0a9-ee48e4ec090b,u_012,2026-06-02T08:58:32,android-brave-2f0ebf,Android,193.136.174.96,Mumbai,IN,19.076,72.8777,False,True,bulk_data_transfer,False,,,Asia/Kolkata,14,Asia/Kolkata
381afa4f-299e-40da-9539-5576bcd0bd6d,u_014,2026-06-02T09:03:30,chromeos-brave-186f54,ChromeOS,1.165.250.40,Bengaluru,IN,12.9716,77.5946,False,True,vpn_admin_panel,False,,,Asia/Kolkata,14,Asia/Kolkata
e9d10f55-18e8-4ebc-9632-bcbf204cb21e,u_007,2026-06-02T09:10:20,windows11-safari-5b4136,Windows 11,98.138.112.221,London,GB,51.5074,-0.1278,False,True,college_portal,False,,,Europe/London,9,Europe/London
